,x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
0,0.6194741725921631,0.5769193172454834,-0.0001828765671234,0.4456393420696258,0.6033176779747009,0.0147183444350957,0.2910439670085907,0.5677628517150879,-0.0288743376731872,0.1778196096420288,0.5226299166679382,-0.1112148091197013,0.1011621057987213,0.4434609413146972,-0.2126508355140686,0.291196346282959,0.2768517732620239,0.0857646837830543,0.1425713151693344,0.2014420628547668,-0.0204183757305145,0.1004843711853027,0.3028981387615204,-0.1135433763265609,0.1102149933576583,0.3988112807273865,-0.163286492228508,0.3392710387706756,0.2393271625041961,-0.0039367759600281,0.1766813695430755,0.157626986503601,-0.1038040518760681,0.1168553680181503,0.2979055047035217,-0.1923657655715942,0.125664010643959,0.4120081663131714,-0.2299575507640838,0.4092236459255218,0.231497123837471,-0.1103292554616928,0.2414751499891281,0.1624442040920257,-0.2225160747766494,0.1734871864318847,0.3104489743709564,-0.286102145910263,0.1772306263446808,0.4291388094425201,-0.3002698719501495,0.4823946952819824,0.2542491555213928,-0.2180045694112777,0.3286598324775696,0.2133927196264267,-0.2965084314346313,0.2433765679597854,0.3014533221721649,-0.3093858957290649,0.2130001634359359,0.3946400582790375,-0.3060816824436188,0
1,0.6194741725921631,0.5769193172454834,-0.0001828765671234,0.4456393420696258,0.6033176779747009,0.0147183444350957,0.2910439670085907,0.5677628517150879,-0.0288743376731872,0.1778196096420288,0.5226299166679382,-0.1112148091197013,0.1011621057987213,0.4434609413146972,-0.2126508355140686,0.291196346282959,0.2768517732620239,0.0857646837830543,0.1425713151693344,0.2014420628547668,-0.0204183757305145,0.1004843711853027,0.3028981387615204,-0.1135433763265609,0.1102149933576583,0.3988112807273865,-0.163286492228508,0.3392710387706756,0.2393271625041961,-0.0039367759600281,0.1766813695430755,0.157626986503601,-0.1038040518760681,0.1168553680181503,0.2979055047035217,-0.1923657655715942,0.125664010643959,0.4120081663131714,-0.2299575507640838,0.4092236459255218,0.231497123837471,-0.1103292554616928,0.2414751499891281,0.1624442040920257,-0.2225160747766494,0.1734871864318847,0.3104489743709564,-0.286102145910263,0.1772306263446808,0.4291388094425201,-0.3002698719501495,0.4823946952819824,0.2542491555213928,-0.2180045694112777,0.3286598324775696,0.2133927196264267,-0.2965084314346313,0.2433765679597854,0.3014533221721649,-0.3093858957290649,0.2130001634359359,0.3946400582790375,-0.3060816824436188,0
2,0.6115023493766785,0.5132231712341309,-0.0001776708959368,0.4138922691345215,0.5376364588737488,0.0552521087229251,0.2729332149028778,0.4997668862342834,0.0057641742751002,0.1686781495809555,0.4633653163909912,-0.0870302245020866,0.1294419467449188,0.3903141915798187,-0.1908349990844726,0.2672291100025177,0.1617843210697174,0.0471690744161605,0.1395686119794845,0.1825198829174041,-0.0299688391387462,0.131830945611,0.2930988371372223,-0.0689170286059379,0.1536566317081451,0.3537362217903137,-0.0854006111621856,0.3248293995857239,0.1195458620786666,-0.0559354238212108,0.1683171689510345,0.1671423316001892,-0.1099522188305854,0.1554446369409561,0.3016248643398285,-0.1369781047105789,0.1882168650627136,0.3811263144016266,-0.1370983272790908,0.3937006890773773,0.1262804269790649,-0.163487821817398,0.2335377633571624,0.1721385419368744,-0.2463716268539428,0.2030676752328872,0.307580828666687,-0.2535812854766845,0.2216344624757766,0.3985529541969299,-0.2314922958612442,0.4573842883110046,0.173831433057785,-0.2696896195411682,0.3160924017429352,0.2124903053045272,-0.3451012670993805,0.2563213407993316,0.2979786992073059,-0.3587944805622101,0.2416372597217559,0.3749906420707702,-0.3465727865695953,0
3,0.6024079322814941,0.4758193790912628,-9.082026372198015e-05,0.4037299156188965,0.4780540764331817,0.0266647469252347,0.2707173526287079,0.4475019574165344,-0.0354175753891468,0.1719535291194915,0.4134007096290588,-0.1386554539203643,0.1523818671703338,0.3498554825782776,-0.242688238620758,0.3053571283817291,0.1429499238729477,0.0076112425886094,0.1862082481384277,0.1270580440759658,-0.0787204653024673,0.161421999335289,0.2161972522735595,-0.1184364557266235,0.1731329262256622,0.2675331830978393,-0.1358716338872909,0.3694073557853699,0.1095865592360496,-0.0839489176869392,0.2166318595409393,0.1148395985364914,-0.1684580743312835,0.1759018898010254,0.2333480715751648,-0.2202286273241043,0.1888420432806015,0.3186766505241394,-0.2360348403453827,0.4335059821605682,0.1164547652006149,-0.1768883466720581,0.282713383436203,0.1195317581295967,-0.2843666076660156,0.2243096381425857,0.2385010868310928,-0.3053806722164154,0.2225736677646637,0.3305596113204956,-0.2882736623287201,0.4879576563835144,0.1549211740493774,-0.2670039534568786,0.3666380643844604,0.1634765416383743,-0.3510664105415344,0.2898279726505279,0.2294827699661255,-0.3653481304645538,0.2541052997112274,0.2935606837272644,-0.3479579389095306,0
4,0.6411849856376648,0.6669538021087646,-0.0003215735778212,0.4340123534202575,0.6061832904815674,0.1229144781827926,0.3266270458698272,0.4763586819171905,0.1325195580720901,0.2420370727777481,0.3743840456008911,0.0795662924647331,0.2018477320671081,0.2533657848834991,0.0211225189268589,0.4931455850601196,0.262067049741745,0.2098147720098495,0.3760206401348114,0.09501613676548,0.1303528994321823,0.2683102488517761,0.1647708415985107,0.0711149722337722,0.2326736897230148,0.254031091928482,0.0540230944752693,0.5546340346336365,0.2457714974880218,0.0931361317634582,0.4129228889942169,0.0579806268215179,0.0368095934391021,0.2827857732772827,0.1483713984489441,-0.0369419604539871,0.2557763159275055,0.2564196586608886,-0.0556624867022037,0.6048030257225037,0.2589453160762787,-0.0334390103816986,0.4596577286720276,0.0728369802236557,-0.0778676494956016,0.3168879151344299,0.1517767310142517,-0.1111090406775474,0.2751105725765228,0.2597948908805847,-0.11105527728796,0.6196444034576416,0.2919116616249084,-0.159181460738182,0.4827238321304321,0.1432819366455078,-0.1841243505477905,0.3584729433059692,0.1703780144453048,-0.1911910623311996,0.2951977252960205,0.245672732591629,-0.1849070638418197,0
5,0.5466833114624023,0.6372127532958984,-0.0001345020573353,0.3966558575630188,0.5302715301513672,0.0760151371359825,0.3377611935138702,0.3934808373451233,0.0605754628777504,0.2910088896751404,0.2873222231864929,-0.0011308310786262,0.2809430360794067,0.1661770343780517,-0.0851462557911872,0.5774399042129517,0.2312035262584686,0.1400213837623596,0.4985046684741974,0.0910973250865936,0.0493793487548828,0.3880854249000549,0.098217561841011,-0.0218630339950323,0.320544570684433,0.1511273831129074,-0.0517789982259273,0.6384959816932678,0.2404074966907501,0.0435064919292926,0.5386265516281128,0.0781485587358474,-0.0198860298842191,0.3913211524486542,0.1021085679531097,-0.0899063199758529,0.3162673115730285,0.1727513670921325,-0.1060275211930275,0.6826353073120117,0.2770389020442962,-0.0695835798978805,0.5736473798751831,0.1004158854484558,-0.129426434636116,0.4200409054756164,0.1232132911682128,-0.1602588295936584,0.3417361378669739,0.1907521188259124,-0.1615963727235794,0.6921952962875366,0.332180917263031,-0.1839240044355392,0.5970718264579773,0.1766188144683838,-0.2111770808696746,0.4814104437828064,0.165129080414772,-0.2069979608058929,0.4035859405994415,0.2020881325006485,-0.1979294270277023,0
6,0.4959668517112732,0.774497389793396,-0.0003081854665651,0.3879348933696747,0.6128214597702026,0.1027120575308799,0.3522338271141052,0.4140355288982391,0.1053836792707443,0.3185454607009887,0.2646791338920593,0.051382690668106,0.3596588373184204,0.1567552834749221,-0.0007722910377196,0.6258674263954163,0.2990560233592987,0.1692939847707748,0.6351858377456665,0.0773685872554779,0.0758206844329834,0.4916346967220306,0.0785508751869201,0.0139424698427319,0.3964909613132477,0.1405089646577835,-0.0045436201617121,0.6789770722389221,0.322643518447876,0.0554137825965881,0.6878084540367126,0.0725613534450531,0.0143953068181872,0.5069893002510071,0.0719476342201232,-0.0564562194049358,0.4064403474330902,0.1426697373390197,-0.0905390083789825,0.7047983407974243,0.368709534406662,-0.0717276409268379,0.6997694969177246,0.1193535774946212,-0.1141995042562484,0.5082932114601135,0.1117082387208938,-0.1395414024591446,0.3960767388343811,0.1749376207590103,-0.1429647654294967,0.6819378733634949,0.424179196357727,-0.1947254389524459,0.6477877497673035,0.2090905606746673,-0.2284109890460968,0.5124670267105103,0.1636503338813781,-0.2279666811227798,0.4098697304725647,0.187581866979599,-0.2135343700647354,0
7,0.4959668517112732,0.774497389793396,-0.0003081854665651,0.3879348933696747,0.6128214597702026,0.1027120575308799,0.3522338271141052,0.4140355288982391,0.1053836792707443,0.3185454607009887,0.2646791338920593,0.051382690668106,0.3596588373184204,0.1567552834749221,-0.0007722910377196,0.6258674263954163,0.2990560233592987,0.1692939847707748,0.6351858377456665,0.0773685872554779,0.0758206844329834,0.4916346967220306,0.0785508751869201,0.0139424698427319,0.3964909613132477,0.1405089646577835,-0.0045436201617121,0.6789770722389221,0.322643518447876,0.0554137825965881,0.6878084540367126,0.0725613534450531,0.0143953068181872,0.5069893002510071,0.0719476342201232,-0.0564562194049358,0.4064403474330902,0.1426697373390197,-0.0905390083789825,0.7047983407974243,0.368709534406662,-0.0717276409268379,0.6997694969177246,0.1193535774946212,-0.1141995042562484,0.5082932114601135,0.1117082387208938,-0.1395414024591446,0.3960767388343811,0.1749376207590103,-0.1429647654294967,0.6819378733634949,0.424179196357727,-0.1947254389524459,0.6477877497673035,0.2090905606746673,-0.2284109890460968,0.5124670267105103,0.1636503338813781,-0.2279666811227798,0.4098697304725647,0.187581866979599,-0.2135343700647354,0
8,0.4478221535682678,0.7736963033676147,-0.0002892209740821,0.3698024153709411,0.5909003019332886,0.1052450761198997,0.3715360164642334,0.3895489275455475,0.1098841428756713,0.3648640513420105,0.2363991141319275,0.0581020414829254,0.4129835069179535,0.1310279071331024,0.0090922322124242,0.6527101993560791,0.316906601190567,0.1670389622449875,0.7046381831169128,0.094860702753067,0.0775964632630348,0.5615266561508179,0.0783418715000152,0.0188059378415346,0.4598625302314758,0.1270965039730072,0.0013872771523892,0.699630081653595,0.34953373670578,0.0516574718058109,0.7541083097457886,0.1027041375637054,0.0109842950478196,0.5755096673965454,0.0816680341958999,-0.0665890499949455,0.4683468341827392,0.141157254576683,-0.1069010347127914,0.718071699142456,0.3989755809307098,-0.0751505494117736,0.7611415386199951,0.1514455378055572,-0.1185201853513717,0.5727586150169373,0.1183666437864303,-0.1485539674758911,0.453908622264862,0.1690640747547149,-0.1522739082574844,0.692280113697052,0.4499602317810058,-0.1965860724449157,0.7014556527137756,0.2308200746774673,-0.2339719533920288,0.5730689167976379,0.1633180677890777,-0.2354464679956436,0.4677617847919464,0.1708752214908599,-0.2193178385496139,0
9,0.4136326611042022,0.7336941957473755,-0.0002219183079432,0.3544992208480835,0.547300398349762,0.0987251028418541,0.3938141167163849,0.3652048408985138,0.0923075973987579,0.4143205881118774,0.2280718684196472,0.025391612201929,0.4735380709171295,0.1130145043134689,-0.0468745343387126,0.6841500997543335,0.3510269224643707,0.1877120733261108,0.7672801613807678,0.1499958336353302,0.0878939107060432,0.6378129124641418,0.1004512459039688,0.0154487863183021,0.5308002829551697,0.1259517073631286,-0.0121471351012587,0.7288424372673035,0.3928514420986175,0.0750730484724044,0.8154677152633667,0.1599749624729156,0.0203953012824058,0.6484977602958679,0.1046653985977172,-0.0484338365495204,0.5351366996765137,0.1439320594072342,-0.0665124282240867,0.7410061359405518,0.4452043175697326,-0.0541542246937751,0.8162924647331238,0.205012246966362,-0.1015524715185165,0.6425657272338867,0.1432058960199356,-0.1194171458482742,0.5247049331665039,0.1749845892190933,-0.1118103191256523,0.7054449319839478,0.4869309663772583,-0.1803700625896453,0.7443282604217529,0.2713660597801208,-0.2197860479354858,0.6359624862670898,0.1896761953830719,-0.2174490988254547,0.5393909811973572,0.1846907138824463,-0.1953233629465103,0
10,0.3716294765472412,0.7392610907554626,-0.0002626324130687,0.3514352440834045,0.5384672284126282,0.0969049409031868,0.4194847345352173,0.3502999544143677,0.0885029509663581,0.4621705412864685,0.2133327424526214,0.0212033446878194,0.5335119962692261,0.1186216473579406,-0.0476165525615215,0.7122660875320435,0.3677561581134796,0.1770021766424179,0.8475636839866638,0.1786199063062667,0.0762552917003631,0.721107006072998,0.1142493486404419,0.0063247210346162,0.6113662123680115,0.1221269220113754,-0.0204466450959444,0.7476531267166138,0.4227560460567474,0.0561350211501121,0.8884392976760864,0.2078665196895599,-0.0191044565290212,0.722618818283081,0.1364289373159408,-0.1076870933175087,0.5988542437553406,0.1614177078008651,-0.1343277245759964,0.7491776943206787,0.483148992061615,-0.0781452059745788,0.8741381168365479,0.2605721354484558,-0.1416869759559631,0.7078928351402283,0.1770353019237518,-0.1723111271858215,0.5804350972175598,0.190765231847763,-0.1687499731779098,0.7065414786338806,0.5265161991119385,-0.2096678912639618,0.7862976789474487,0.3228679895401001,-0.2630757987499237,0.6878479719161987,0.2248147875070572,-0.2686983346939087,0.5881925821304321,0.2044479846954345,-0.2503403425216675,0
11,0.5413110256195068,0.7249870300292969,-0.0003249813744332,0.3882890045642853,0.5923008918762207,0.1333217471837997,0.3510236740112304,0.4184684157371521,0.1446030586957931,0.3187704086303711,0.2872368991374969,0.0895712226629257,0.3293199837207794,0.1511161029338836,0.024960296228528,0.6125874519348145,0.2994934022426605,0.2211003005504608,0.5856727361679077,0.0891185700893402,0.1368935853242874,0.4578881859779358,0.084344744682312,0.0648283585906028,0.3748891651630401,0.1418467313051223,0.0393307842314243,0.674186646938324,0.3114355802536011,0.0976911187171936,0.6317495107650757,0.0654076933860778,0.0556542836129665,0.4703887104988098,0.0802333056926727,-0.0104991868138313,0.3884204030036926,0.1641461253166198,-0.0290857851505279,0.7089359164237976,0.3465789258480072,-0.0372039787471294,0.6559694409370422,0.0997154265642166,-0.0728373900055885,0.4876289069652557,0.1044524759054184,-0.0950503274798393,0.3978250622749328,0.182402566075325,-0.0956396162509918,0.6949728727340698,0.385274201631546,-0.1699815392494201,0.6300520896911621,0.1794339716434478,-0.1868568807840347,0.5021701455116272,0.146503672003746,-0.183452695608139,0.4082515239715576,0.1835252046585083,-0.1729040741920471,0
